Name,Rank,Industry,Headquarters_State,Revenues,year
"Darden Restaurants, Inc.",449,Food Services,FL,"370,130",2001
Pinnacle West Capital Corporation,450,Utilities: Gas and Electric,AZ,"369,020",2001
"MicroAge, Inc.",451,Wholesalers: Electronics and Office Equipment,AZ,"368,280",2001
Hormel Foods Corporation,452,Food Consumer Products,MN,"367,510",2001
Ball Corporation,453,Metal Products,CO,"366,470",2001
"D.R. Horton, Inc.",454,"Engineering, Construction",TX,"365,370",2001
Amgen Inc.,455,Pharmaceuticals,CA,"362,940",2001
"Becton, Dickinson and Company",456,Medical Products and Equipment,NJ,"361,830",2001
Yellow Corporation,457,"Trucking, Truck Leasing",KS,"358,810",2001
Group 1 Automotive Inc.,458,"Automotive Retailing, Services",TX,"358,610",2001
"Reliance Group Holdings, Inc.",459,Insurance: Property and Casualty (Stock),NY,"356,230",2001
"Jabil Circuit, Inc.",460,Semiconductors and Other Electronic Components,FL,"355,830",2001
Tenneco Automotive Inc.,470,"Hotels, Casinos, Resorts",NV,"347,120",2001
Northern Trust Corporation,462,Commercial Banks,IL,"354,810",2001
"Trans World Airlines, Inc.",463,Airlines,MO,"353,830",2001
Interstate Bakeries Corporation,464,Food Consumer Products,MO,"352,290",2001
Anixter International Inc.,465,Wholesalers: Electronics and Office Equipment,IL,"351,440",2001
"Cox Communications, Inc.",466,Telecommunications,GA,"350,690",2001
"Owens & Minor, Inc.",467,Wholesalers: Health Care,VA,"350,360",2001
The New York Times Company,468,"Publishing, Printing",NY,"348,950",2001
Bethlehem Steel Corporation,399,Metals,PA,"419,660",2001
Cooper Tire & Rubber Company,469,Rubber and Plastic Products,OH,"347,240",2001
"Emcor Group, Inc.",471,"Engineering, Construction",CT,"346,020",2001
Hilton Hotels Corporation,472,"Hotels, Casinos, Resorts",CA,"345,100",2001
"Puget Energy, Inc.",473,Utilities: Gas and Electric,WA,"344,170",2001
SCANA Corporation,474,Utilities: Gas and Electric,SC,"343,300",2001
Quest Diagnostics Incorporated,475,Health Care,NJ,"342,120",2001
Jacobs Engineering Group Inc.,476,"Engineering, Construction",CA,"341,890",2001
Aid Association for Lutherans,477,"Insurance: Life, Health (Mutual)",WI,"341,720",2001
Universal Corporation,478,Tobacco,VA,"340,200",2001
"Tellabs, Inc.",479,Network and Other Communications Equipment,IL,"338,740",2001
Wisconsin Energy Corporation,480,Utilities: Gas and Electric,WI,"335,470",2001
Steelcase Inc.,481,Furniture,MI,"331,610",2001
"Hughes Supply, Inc.",482,Wholesalers: Diversified,FL,"331,020",2001
OGE Energy Corp,483,Utilities: Gas and Electric,OK,"329,870",2001
Allmerica Financial Corporation,484,Insurance: Property and Casualty (Stock),MA,"329,560",2001
"Borders Group, Inc.",485,Specialty Retailers,MI,"329,440",2001
ADC Telecommunications Inc.,486,Network and Other Communications Equipment,MN,"328,790",2001
"Western Gas Resources, Inc.",487,Pipelines,CO,"328,200",2001
Consolidated Stores Corporation,488,Specialty Retailers,OH,"327,710",2001
Airborne Freight,489,"Mail, Package, and Freight Delivery",WA,"327,600",2001
"Armstrong Holdings, Inc.",490,"Building Materials, Glass",PA,"327,170",2001
"Mohawk Industries, Inc.",491,Textiles,GA,"325,580",2001
"Charter Communications, Inc.",492,Telecommunications,MO,"324,920",2001
"Lennox International, Inc.",493,Industrial and Farm Equipment,TX,"324,740",2001
Summit Bancorp,494,Commercial Banks,NJ,"324,500",2001
Jefferson-Pilot Corporation,495,"Insurance: Life, Health (stock)",NC,"323,750",2001
MGM Mirage,496,"Hotels, Casinos, Resorts",NV,"323,260",2001
Lutheran Brotherhood,497,"Insurance: Life, Health (Mutual)",MN,"322,060",2001
Pennzoil-Quaker State Company,498,Wholesalers: Diversified,TX,"321,630",2001
Knight-Ridder Inc.,499,"Publishing, Printing",CA,"321,180",2001
Qualcomm Incorporated,500,Network and Other Communications Equipment,CA,"319,680",2001
Solutia Inc.,501,Chemicals,MO,"318,500",2001
Hercules Incorporated,502,Chemicals,DE,"315,200",2001
Burlington Resources Inc.,503,"Mining, Crude-Oil Production",TX,"314,700",2001
"Borders Group, Inc.",646,Food Services,OH,"223,690",2001
Pactiv Corporation,504,Rubber and Plastic Products,IL,"313,400",2001
Family Dollar Stores,505,General Merchandisers,NC,"313,260",2001
"Countrywide Credit Industries, Inc.",506,Diversified Financials,CA,"313,040",2001
Phoenix Home Life Mutual Insurance,507,"Insurance: Life, Health (stock)",CT,"311,300",2001
"Staff Leasing, Inc.",508,Diversified Outsourcing Services,FL,"310,420",2001
"Liz Claiborne, Inc.",509,Apparel,NY,"310,410",2001
"U.S. Industries, Inc.",510,Metal Products,NJ,"308,800",2001
Union Planters Corporation,511,Commercial Banks,TN,"308,710",2001
"Enterprise Products Partners,, L.P.",512,Pipelines,TX,"307,310",2001
"American Axle & Manufacturing Holdings, Inc.",513,Motor Vehicles and Parts,MI,"306,950",2001
Sealed Air Corporation,521,Wholesalers: Food and Grocery,WI,"299,090",2001
"Unified Western Grocers, Inc.",515,Wholesalers: Food and Grocery,CA,"306,740",2001
"Spartan Stores, Inc.",516,Wholesalers: Food and Grocery,MI,"305,030",2001
"Teradyne, Inc.",517,"Scientific,Photographic and Control Equipment",MA,"304,390",2001
"Roadway Express, Inc.",518,"Trucking, Truck Leasing",OH,"303,960",2001
Crompton Corporation,519,Chemicals,CT,"303,840",2001
"Pentair, Inc.",520,"Electronics, Electrical Equip.",MN,"300,330",2001
Energy East Corporation,522,Utilities: Gas and Electric,NY,"295,950",2001
Erie Insurance Group,523,Insurance: Property and Casualty (Stock),PA,"295,910",2001
Payless Shoesource Inc.,524,Specialty Retailers,KS,"294,840",2001
Ace Hardware,525,Wholesalers: Diversified,IL,"294,520",2001
First American Corporation,526,Diversified Financials,CA,"293,430",2001
Louisiana-Pacific Corporation,527,Forest and Paper Products,OR,"293,280",2001
"IMC Global, Inc.",528,Chemicals,IL,"291,970",2001
"United Rentals, Inc.",529,zMiscellaneous,CT,"291,890",2001
"Harley-Davidson, Inc.",530,Transportation Equipment,WI,"290,640",2001
"Vencor, Inc.",531,Health Care,KY,"288,850",2001
"C. H. Robinson Worldwide, Inc.",532,"Trucking, Truck Leasing",MN,"288,220",2001
"NACCO Industries, Inc.",533,Industrial and Farm Equipment,OH,"287,130",2001
Reebok International Ltd.,534,Apparel,MA,"286,500",2001
"Ryerson Tull, Inc.",535,Wholesalers: Diversified,IL,"286,240",2001
Service Corporation International,536,zMiscellaneous,TX,"285,980",2001
"The Neiman Marcus Group, Inc.",537,Specialty Retailers,MA,"285,460",2001
NTL Incorporated,538,Telecommunications,NY,"284,080",2001
"A.G. Edwards, Inc.",539,Securities,MO,"281,900",2001
MCN Energy Group Inc.,540,Utilities: Gas and Electric,MI,"279,110",2001
Devon Energy Corporation,541,"Mining, Crude-Oil Production",OK,"278,410",2001
"Safeguard Scientifics, Inc.",542,Wholesalers: Electronics and Office Equipment,PA,"277,060",2001
Ralston Purina Company,543,Food Consumer Products,MO,"276,330",2001
Amazon.Com,544,Specialty Retailers,WA,"276,200",2001
"Smith International, Inc.",545,Industrial and Farm Equipment,TX,"276,100",2001
The Stanley Works,546,Metal Products,CT,"274,890",2001
"Fidelity National Financial, Inc.",547,Diversified Financials,CA,"274,200",2001
"Trinity Industries, Inc.",548,Transportation Equipment,TX,"274,060",2001
LSI Logic Corporation,549,Semiconductors and Other Electronic Components,CA,"273,770",2001
Adelphia Communications Corporation,550,Telecommunications,PA,"271,990",2001
Echostar Communications Corporation,551,Telecommunications,CO,"271,520",2001
Sonoco Products Company,552,Forest and Paper Products,SC,"271,150",2001
"Ross Stores, Inc.",553,Specialty Retailers,CA,"270,900",2001
Maxtor Corporation,554,Computer Peripherals,CA,"270,490",2001
NSTAR,555,Utilities: Gas and Electric,MA,"269,950",2001
Robert Half International Inc.,556,Temporary Help,CA,"269,930",2001
General Cable Corporation,557,Metal Products,KY,"269,780",2001
Ruddick Corporation,558,Food and Drug Stores,NC,"268,280",2001
SPX Corporation,559,"Electronics, Electrical Equip.",MI,"267,890",2001
Marshall & Ilsley Corporation,560,Commercial Banks,WI,"267,630",2001
Boston Scientific Corporation,561,Medical Products and Equipment,MA,"266,400",2001
Commercial Metals Company,562,Metals,TX,"266,140",2001
"BorgWarner, Inc.",563,Motor Vehicles and Parts,IL,"264,590",2001
The Timken Company,578,"Publishing, Printing",NY,"255,370",2001
"Beverly Enterprises, Inc.",565,Health Care,AR,"264,050",2001
"Charter One Financial, Inc.",566,Savings Institutions,OH,"264,000",2001
Dura Automotive Systems Inc.,567,Motor Vehicles and Parts,MI,"263,310",2001
Auto-Owners Insurance Company,568,Insurance: Property and Casualty (Mutual),MI,"263,110",2001
Potomac Electric Power Company,569,Utilities: Gas and Electric,DC,"262,390",2001
Fisher Scientific International,570,Wholesalers: Diversified,NH,"262,230",2001
Popular Inc.,571,Commercial Banks,PR,"261,530",2001
"Trigon Healthcare, Inc.",572,Health Care,VA,"261,160",2001
Performance Food Group Company,573,Wholesalers: Food and Grocery,VA,"260,550",2001
Coventry Health Care Inc.,574,Health Care,MD,"260,490",2001
"Huntington Bancshares, Inc.",575,Commercial Banks,OH,"260,210",2001
"Analog Devices, Inc.",576,Semiconductors and Other Electronic Components,MA,"257,750",2001
"National Service Industries, Inc.",577,"Electronics, Electrical Equip.",GA,"256,620",2001
"Pioneer-Standard Electronics, Inc.",579,Wholesalers: Electronics and Office Equipment,OH,"255,070",2001
Guidant Corporation,580,Medical Products and Equipment,IN,"254,870",2001
USFreightways Corporation,581,"Trucking, Truck Leasing",IL,"253,870",2001
"Tower Automotive, Inc.",582,Motor Vehicles and Parts,MN,"253,200",2001
"PepsiAmericas, Inc.",583,Beverages,IL,"252,760",2001
Sunbeam Corporation,817,Specialty Retailers,IA,"165,350",2001
Mandalay Resort Group,584,"Hotels, Casinos, Resorts",NV,"252,420",2001
Torchmark Corporation,585,"Insurance: Life, Health (stock)",AL,"251,590",2001
Wackenhut Corporation,586,Diversified Outsourcing Services,FL,"250,510",2001
Bowater,587,Forest and Paper Products,SC,"250,030",2001
International Multifoods Corporation,588,Wholesalers: Food and Grocery,MN,"250,030",2001
U.S. Office Products Company,589,Specialty Retailers,DC,"249,940",2001
"Wyndham International, Inc.",590,"Hotels, Casinos, Resorts",TX,"249,860",2001
"Sun Healthcare Group,Inc.",591,Health Care,NM,"249,400",2001
"Integrated Health Services, Inc.",592,Health Care,MD,"249,250",2001
Vulcan Materials Company,593,"Building Materials, Glass",AL,"249,170",2001
CellStar Corporation,594,Wholesalers: Electronics and Office Equipment,TX,"247,570",2001
"Vishay Intertechnology, Inc.",595,Semiconductors and Other Electronic Components,PA,"246,510",2001
Allegheny Technologies Incorporated,596,Metals,PA,"246,040",2001
The Penn Traffic Company,597,Food and Drug Stores,NY,"245,930",2001
"Budget Group, Inc.",598,"Automotive Retailing, Services",FL,"245,740",2001
"H&R Block, Inc.",599,zMiscellaneous,MO,"245,190",2001
Maxxam Inc.,600,Metals,TX,"244,800",2001
"Genesis Health Ventures, Inc.",601,Health Care,PA,"243,390",2001
"The Pantry, Inc.",602,Specialty Retailers,NC,"243,230",2001
First Tennessee National Corporation,603,Commercial Banks,TN,"242,650",2001
Mail-Well,604,"Publishing, Printing",CO,"242,520",2001
"Telephone and Data Systems, Inc.",605,Telecommunications,IL,"242,140",2001
"The Pep Boys-Manny, Moe and Jack",606,Specialty Retailers,PA,"241,850",2001
Stater Bros. Holdings Inc.,607,Food and Drug Stores,CA,"241,770",2001
"Core-Mark International, Inc.",608,Wholesalers: Diversified,CA,"241,500",2001
Adolph Coors Company,609,Beverages,CO,"241,440",2001
The Washington Post Company,610,"Publishing, Printing",DC,"241,220",2001
"Harcourt General, Inc.",611,"Publishing, Printing",MA,"240,820",2001
Alliant Energy Corporation,612,Utilities: Gas and Electric,WI,"240,500",2001
Sierra Pacific Resources,613,Utilities: Gas and Electric,NV,"239,130",2001
Amkor Technology Inc.,614,Semiconductors and Other Electronic Components,PA,"238,730",2001
Henry Schein Inc.,615,Wholesalers: Health Care,NY,"238,170",2001
"Manor Care, Inc.",616,Health Care,OH,"238,060",2001
"Sovereign Bancorp, Inc.",617,Savings Institutions,PA,"237,830",2001
Kellwood Company,618,Apparel,MO,"236,220",2001
ConsolidatedFreightways,619,"Trucking, Truck Leasing",WA,"235,240",2001
America West Holdings Corp.,620,Airlines,AZ,"234,440",2001
"Constellation Brands, Inc.",501,"Hotels, Casinos, Resorts",NV,"302,440",2001
"Franklin Resources, Inc.",622,Securities,CA,"234,010",2001
AGCO Corporation,623,Industrial and Farm Equipment,GA,"233,610",2001
"The Ryland Group, Inc.",624,"Engineering, Construction",CA,"233,160",2001
"Silicon Graphics, Inc.",625,"Computers, Office Equipment",CA,"233,110",2001
Cincinnati Financial Corporation,626,Insurance: Property and Casualty (Stock),OH,"233,100",2001
"NVR, Inc.",627,"Engineering, Construction",VA,"231,720",2001
"The Warnaco Group, Inc.",628,Apparel,NY,"230,930",2001
"Borden, Inc. and Affiliates",629,Chemicals,OH,"230,330",2001
Nicor Inc.,630,Utilities: Gas and Electric,IL,"229,810",2001
Heilig-Meyers Company,631,Specialty Retailers,VA,"229,770",2001
"TECO Energy, Inc.",632,Utilities: Gas and Electric,FL,"229,510",2001
Stryker Corporation,633,"Scientific,Photographic and Control Equipment",MI,"228,940",2001
Apache Corporation,634,"Mining, Crude-Oil Production",TX,"228,390",2001
Calpine Corporation,635,Energy,CA,"228,280",2001
"Springs Industries, Inc.",636,Textiles,SC,"227,510",2001
Ecolab Inc.,637,Chemicals,MN,"226,430",2001
Equity Office Properties Trust,638,Real estate,IL,"226,420",2001
"Chiquita Brands International, Inc.",639,Food Production,OH,"225,380",2001
"Michaels Stores, Inc.",640,Specialty Retailers,TX,"224,940",2001
"Stilwell Financial, Inc.",641,Diversified Financials,MO,"224,810",2001
Alberto-Culver Company,642,"Soaps, Cosmetics",IL,"224,720",2001
"Western Resources, Inc.",643,Utilities: Gas and Electric,KS,"224,640",2001
"Universal Health Services, Inc.",644,Health Care,PA,"224,240",2001
"Footstar, Inc.",645,Specialty Retailers,NJ,"223,710",2001
Compuware Corporation,647,Computer Software,MI,"223,060",2001
Burlington Coat Factory Warehouse Corp.,648,Specialty Retailers,NJ,"222,620",2001
"PetsMart, Inc.",649,Specialty Retailers,AZ,"222,420",2001
Molex Incorporated,650,"Electronics, Electrical Equip.",IL,"221,710",2001
URS Corporation,651,"Engineering, Construction",CA,"220,560",2001
The Grand Union Company,652,Food and Drug Stores,NJ,"220,450",2001
"Dow Jones & Company, Inc.",653,"Publishing, Printing",NY,"220,260",2001
"Volt Information Sciences, Inc.",654,Temporary Help,NY,"220,120",2001
"Nortek, Inc.",655,Industrial and Farm Equipment,RI,"219,480",2001
Exide Corporation,656,Motor Vehicles and Parts,PA,"219,440",2001
"The MONY Group, Inc.",657,"Insurance: Life, Health (stock)",NY,"218,230",2001
"Alaska Air Group, Inc.",658,Airlines,WA,"217,720",2001
Snap-On Incorporated,659,Metal Products,WI,"217,570",2001
American Greetings Corporation,660,"Publishing, Printing",OH,"217,520",2001
"Belk, Inc.",661,General Merchandisers,NC,"217,250",2001
"Hayes Lemmerz International, Inc.",662,Motor Vehicles and Parts,MI,"217,130",2001
"Dime Bancorp, Inc.",663,Savings Institutions,NY,"216,970",2001
Starbucks Corporation,664,Food Services,WA,"216,920",2001
"Bemis Company, Inc.",665,Forest and Paper Products,MN,"216,460",2001
Convergys Corporation,666,Diversified Outsourcing Services,OH,"216,250",2001
"J.B. Hunt Transport Services, Inc.",667,"Trucking, Truck Leasing",AR,"216,040",2001
"Brinker International, Inc.",668,Food Services,TX,"215,980",2001
Wm. Wrigley Jr. Company,669,Food Consumer Products,IL,"214,570",2001
National Semiconductor Corporation,670,Semiconductors and Other Electronic Components,CA,"213,990",2001
Old Kent Financial Corporation,671,Commercial Banks,MI,"213,790",2001
"McCormick & Company, Incorporated",672,Food Consumer Products,MD,"212,350",2001
"Mariner Post-Acute Network, Inc.",673,Health Care,GA,"211,770",2001
"Furniture Brands International, Inc.",674,Furniture,MO,"211,620",2001
Conexant Systems Inc.,675,Semiconductors and Other Electronic Components,CA,"210,360",2001
"Republic Services, Inc.",676,Waste Management,FL,"210,330",2001
Cabot Corporation,677,Chemicals,MA,"210,200",2001
M & T Bank Corporation,678,Commercial Banks,NY,"209,750",2001
"Hillenbrand Industries, Inc.",679,Medical Products and Equipment,IN,"209,600",2001
On Semiconductor Corporation,680,Semiconductors and Other Electronic Components,AZ,"207,390",2001
Newport News Shipbuilding Inc.,681,zMiscellaneous,VA,"207,200",2001
"Mark IV Industries, Inc.",682,Rubber and Plastic Products,NY,"207,130",2001
Old Republic International Corporation,683,Insurance: Property and Casualty (Stock),IL,"207,060",2001
Terex Corporation,684,Industrial and Farm Equipment,CT,"206,870",2001
Broadwing Inc.,685,Telecommunications,OH,"206,320",2001
"Value City Department Stores, Inc.",686,General Merchandisers,OH,"206,170",2001
"Weis Markets, Inc.",687,Food and Drug Stores,PA,"206,100",2001
Storage Technology Corporation,688,Computer Peripherals,CO,"206,020",2001
"The Alpine Group, Inc.",689,Metal Products,NY,"204,900",2001
"Hon Industries, Inc.",690,Furniture,IA,"204,630",2001
Frontier Oil Corporation,691,Petroleum Refining,TX,"204,520",2001
"Insight Enterprises, Inc.",692,Wholesalers: Electronics and Office Equipment,AZ,"204,110",2001
